AD_ID,PRODUCT_ID,ADS_DESCRIPTION,DISCOUNT_RATE,ADS_START_DATE,ADS_END_DATE
268SEB250,XIJ3649,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",0.43,2023-10-24 17:42:21,2023-10-28 01:10:26
918ZQS553,LSU5002,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0.42,2023-09-10 01:07:26,2023-10-31 00:23:18
251GAH097,IZF6471,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,0.21,2023-10-14 16:30:22,2023-12-10 15:01:13
267AYJ387,ILV6246,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.22,2023-09-03 09:44:29,2023-11-12 19:27:29
424MXU298,QOD2609,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",0.14,2023-09-10 08:12:51,2023-11-23 12:07:29
014TXY863,RNT8662,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0.17,2023-09-24 18:11:17,2023-12-25 03:59:03
257GKW605,RDP3968,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.37,2023-09-20 20:53:18,2023-10-14 04:56:33
677WGL995,MQS5860,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.43,2023-11-18 23:11:48,2023-12-04 12:47:11
532VNX457,FMJ6489,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",0.38,2023-12-18 11:44:57,2023-12-23 12:26:17
791MMQ573,HYJ3028,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",0.31,2023-09-20 13:19:32,2023-10-28 23:25:24
568SWO563,GHL1225,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",0.23,2023-09-19 01:39:02,2023-10-13 01:46:54
390RYF507,TMH0451,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0.18,2023-08-30 20:10:40,2023-09-14 19:54:01
214VSW188,KNO9238,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.18,2023-10-18 14:52:04,2023-11-06 07:31:15
806NDO134,IMI5910,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",0.15,2023-11-28 06:25:31,2023-12-23 13:34:09
687ZFE709,ZOG3969,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0.36,2023-12-22 10:59:02,2023-12-24 00:12:22
627HWZ247,HVX4724,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0.38,2023-12-02 08:52:51,2023-12-02 15:14:07
862KFI175,BPP8213,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0.19,2023-12-27 07:56:58,2023-12-30 06:51:59
119ERI703,AHG6467,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.28,2023-10-27 14:05:54,2023-11-23 01:44:26
641MOF750,BCE5220,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",0.42,2023-11-02 22:28:38,2023-12-14 17:29:20
732WGX999,ETO1820,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.31,2023-10-08 22:21:51,2023-12-30 22:47:59
179KSU147,AUY0423,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0.2,2023-10-13 21:11:04,2023-12-18 09:56:10
081WIC939,XBT4423,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0.38,2023-12-26 10:31:57,2023-12-31 06:25:00
957YST446,MAU4906,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0.38,2023-10-30 22:23:54,2023-11-19 20:00:53
586PTJ665,XHE0065,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0.41,2023-09-22 00:42:33,2023-10-31 02:35:59
765TWD361,JMS7766,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0.25,2023-09-23 21:30:39,2023-10-23 19:30:06
022ZCZ306,ZCH0313,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",0.14,2023-10-21 08:47:22,2023-10-27 18:44:49
622LYI210,QZG1372,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.36,2023-09-24 01:07:23,2023-11-20 00:30:51
499HPO641,WVP1127,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,0.26,2023-08-13 21:31:53,2023-09-04 10:09:38
128DWQ408,HUZ4096,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.17,2023-11-30 06:26:47,2023-12-16 20:39:03
302SHZ090,MHQ5115,Sed ante. Vivamus tortor. Duis mattis egestas metus.,0.23,2023-11-19 20:29:07,2023-12-01 05:42:29
222RHP310,JAT3204,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.43,2023-11-02 11:54:16,2023-12-09 09:07:50
598POC949,GKE3986,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,0.43,2023-10-07 15:32:48,2023-12-21 05:28:32
528ILZ445,YOS1393,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",0.12,2023-10-25 21:15:16,2023-12-25 12:03:03
586DXU981,PYV1102,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0.24,2023-12-02 21:54:36,2023-12-19 16:41:55
637EUO108,IAF2854,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",0.31,2023-10-02 08:30:45,2023-10-07 14:19:44
561ZEQ569,BNS2801,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0.3,2023-10-01 20:19:24,2023-10-28 03:35:35
937ZEJ980,RCV7305,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.47,2023-12-22 23:06:55,2023-12-25 17:11:07
026WEG171,KPD0010,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,0.12,2023-08-11 18:17:15,2023-12-01 12:54:09
189UQH806,EPD3607,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0.33,2023-11-25 12:20:22,2023-12-27 21:44:51
725EDK018,RRU2459,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,0.3,2023-12-07 18:57:27,2023-12-28 03:02:06
705KYZ250,GJW2783,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.24,2023-10-07 02:59:11,2023-11-12 04:23:31
803GUY659,VBR9101,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",0.46,2023-11-17 19:50:35,2023-11-23 00:14:45
822IMR188,ZWO9712,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,0.44,2023-10-01 09:41:32,2023-10-11 06:32:14
172PXV065,MJT7462,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0.14,2023-11-08 15:12:11,2023-12-13 08:10:33
696IYK416,EFL6677,Sed ante. Vivamus tortor. Duis mattis egestas metus.,0.44,2023-09-01 03:28:57,2023-11-30 00:08:37
496EGK278,ZIK6489,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,0.14,2023-09-06 22:35:16,2023-10-22 21:56:30
606VGT882,NBG9433,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.42,2023-08-13 16:46:30,2023-08-24 02:27:11
643GRJ603,PEI2835,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,0.47,2023-11-26 22:46:22,2023-12-21 20:30:59
414ETL716,BEK6704,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,0.19,2023-11-08 21:37:30,2023-12-27 18:41:47
346DHX408,DDP1991,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0.14,2023-12-15 01:22:03,2023-12-19 12:56:26
423ZNE997,YQP1597,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,0.22,2023-12-29 21:32:57,2023-12-31 05:13:35
636ALF772,YRP8623,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0.46,2023-09-05 01:18:02,2023-10-05 18:17:34
956TJI749,SUR4214,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",0.19,2023-09-05 19:57:25,2023-12-06 17:20:39
093PIP388,GYC4826,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.18,2023-09-09 08:24:12,2023-11-17 03:22:34
946ANC457,UNM8659,Sed ante. Vivamus tortor. Duis mattis egestas metus.,0.26,2023-09-18 11:39:53,2023-10-05 19:24:36
806ZUQ080,WYT4188,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",0.13,2023-11-02 14:04:16,2023-12-19 17:38:31
220WUP781,MAK8963,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,0.13,2023-12-22 08:43:10,2023-12-29 19:02:32
771BAX527,ZJJ2122,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",0.15,2023-12-07 17:25:30,2023-12-26 08:04:08
353AGS986,PGJ9597,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",0.5,2023-10-17 03:42:45,2023-10-24 00:38:50
820ANA711,YNW6313,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0.27,2023-10-10 00:36:05,2023-11-27 08:34:16
789HDB796,CYM5225,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",0.31,2023-10-02 13:28:35,2023-11-16 15:18:22
202ZHL029,EFN3382,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,0.19,2023-11-10 07:22:31,2023-12-29 22:19:25
476DMU912,GMC4994,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0.18,2023-11-15 04:06:45,2023-12-17 15:46:02
014VEL917,YJI0803,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",0.37,2023-09-09 03:26:15,2023-09-14 01:11:02
592NEO594,TDF9293,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0.4,2023-11-13 10:09:50,2023-11-28 02:55:23
612AEB176,QKU3638,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.46,2023-10-06 02:53:54,2023-12-22 10:28:27
746QEH138,LPT7307,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",0.19,2023-09-24 00:19:54,2023-12-28 13:03:19
892AVH311,XOZ8821,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,0.47,2023-10-31 02:23:33,2023-12-02 07:17:11
659MGP154,AVZ0126,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.48,2023-10-04 12:10:05,2023-11-09 07:11:30
088VFR084,TDA6930,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",0.46,2023-10-20 01:47:05,2023-10-21 09:53:34
868WOG385,SYH9952,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.17,2023-08-17 08:35:01,2023-09-05 13:40:27
304YIX227,BTV4758,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,0.45,2023-12-27 20:52:37,2023-12-27 23:36:58
732CSX855,DEY1502,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",0.41,2023-08-21 16:50:54,2023-10-04 23:39:38
955BOK487,MDJ4584,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0.28,2023-12-13 10:51:43,2023-12-25 21:22:36
363RYV254,XUI4447,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",0.26,2023-10-01 17:23:08,2023-10-28 01:31:38
855XMM768,FLT1339,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.11,2023-09-06 12:24:15,2023-12-08 06:38:38
717SLU450,VCH0275,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",0.11,2023-12-12 02:45:27,2023-12-29 23:08:17
315BIN723,SUO0961,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,0.21,2023-12-26 08:43:24,2023-12-30 00:59:53
886FBU189,SLJ8177,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",0.37,2023-12-26 07:09:08,2023-12-29 12:05:10
393QAE811,VHE0790,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.36,2023-11-05 10:28:29,2023-12-01 06:15:52
245BDO630,VIG5420,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,0.3,2023-08-15 00:10:37,2023-10-06 06:46:15
190CCB412,ISB2137,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.42,2023-12-26 03:25:51,2023-12-30 07:52:23
155MGP098,LPN2114,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",0.35,2023-11-26 01:52:57,2023-12-13 20:09:06
121KCR523,TIC1588,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,0.35,2023-10-12 12:05:30,2023-11-17 20:02:39
829IUT637,RUQ4005,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.31,2023-11-24 13:55:33,2023-12-10 21:05:18
178PWY184,VXB2104,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0.4,2023-11-03 16:46:06,2023-11-26 11:54:17
651BGV899,CSS8036,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0.37,2023-10-13 19:05:37,2023-10-30 07:14:08
472KWM355,MJE6504,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",0.37,2023-12-26 15:16:13,2023-12-28 10:56:29
310PPJ754,IUN4993,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",0.29,2023-12-12 18:45:42,2023-12-23 10:59:03
428XVE733,IHE9396,Fusce consequat. Nulla nisl. Nunc nisl.,0.37,2023-11-18 16:10:23,2023-12-29 03:36:59
224SBP531,YSN4234,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0.34,2023-08-30 10:18:48,2023-11-17 15:34:53
597HXW130,VBE5131,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",0.12,2023-11-03 10:22:16,2023-11-25 19:19:58
583NVZ116,MNH4673,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,0.22,2023-09-26 21:18:00,2023-09-28 08:29:08
420EYW322,FNS3288,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0.12,2023-10-20 07:34:30,2023-11-01 05:15:57
154KGT792,KBG9166,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",0.24,2023-09-01 22:11:41,2023-11-22 17:11:42
837XVW896,WMK7856,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",0.37,2023-09-19 00:21:41,2023-10-24 04:16:14
435ADD939,YEU2057,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",0.14,2023-11-30 23:20:45,2023-12-21 12:17:51
769FNJ296,JMQ3175,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0.41,2023-12-17 15:44:52,2023-12-30 06:16:20
199VXZ048,MTH9286,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,0.37,2023-09-07 13:31:12,2023-11-26 23:55:59
567YAP820,VSP1197,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0.16,2023-08-23 11:30:02,2023-09-01 15:43:08
215PGK792,PQP3664,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0.15,2023-08-29 02:09:00,2023-09-01 00:06:19
498NNK056,WEY4569,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",0.11,2023-12-03 01:48:32,2023-12-10 01:43:33
950JRW169,FAC7199,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.4,2023-11-03 13:29:45,2023-12-09 13:05:16
084VPC601,WZV1803,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0.5,2023-08-13 13:26:16,2023-11-03 20:16:26
992BQO827,QES5822,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",0.28,2023-11-17 18:49:19,2023-12-24 03:29:17
