ORDER_ID,CUSTOMER_ID ,PRODUCT_ID,ORDER_STATUS_ID,PURCHASE_DATE,ORDER_ITEM_QTY,PAYMENT_METHOD
JWW5234,OZYV3P0,RVM2408,2,8/9/2023,4,2
JWW5234,OZYV3P0,KBO4190,2,8/9/2023,4,2
JWW5234,OZYV3P0,YRS5367,2,8/9/2023,10,2
JXA1952,ETSD2F9,NCC7479,5,1/1/2024,12,2
JXA1952,ETSD2F9,WRX9909,5,1/1/2024,11,2
JXS4855,KMPW2G4,CTC5613,5,7/15/2023,5,2
JYF5993,BQEV8E2,DIB3126,2,12/25/2023,5,2
KDS4446,UNIB7U5,BIL7117,4,3/30/2023,11,3
KDS4446,UNIB7U5,HAF1175,4,3/30/2023,4,3
KDS4446,UNIB7U5,KSY7054,4,3/30/2023,12,3
KGJ4513,VFRY1D1,QYK6608,3,11/11/2023,9,1
KHC5606,CCUK2Y1,VIW4309,4,5/12/2023,6,3
KHC5606,CCUK2Y1,HGX5045,4,5/12/2023,5,3
KJH1023,ZUID4O2,AAI9938,4,5/11/2023,8,3
KJH1023,ZUID4O2,DNG6098,4,5/11/2023,13,3
KKW3832,KSYQ2L1,EFN3382,2,8/19/2023,4,1
KKW3832,KSYQ2L1,KXC8886,2,8/19/2023,13,1
KKW3832,KSYQ2L1,KJB5824,2,8/19/2023,11,1
KKW9693,RUJH1G0,AAI9938,1,2/5/2023,7,1
KKW9693,RUJH1G0,OYN0836,1,2/5/2023,10,1
KKW9693,RUJH1G0,NEI8289,1,2/5/2023,10,1
KMY0303,GHZO9W6,HIU8650,5,10/31/2023,8,2
KMY0303,GHZO9W6,MPX9717,5,10/31/2023,8,2
KNP0094,QPBS1S5,GKE3986,1,1/29/2024,9,3
KON5869,ZYRL5Y8,LEU2002,1,12/13/2023,4,3
KON5869,ZYRL5Y8,VTY4499,1,12/13/2023,7,3
KPF0434,OSJZ9S4,TRP9947,1,3/30/2023,5,3
KQW0988,GBSB3L6,RBY8357,2,8/25/2023,10,1
KQW0988,GBSB3L6,MVW7437,2,8/25/2023,7,1
KQX7988,XEVX3K9,KJC4921,6,10/13/2023,5,3
KQX7988,XEVX3K9,IDR7535,6,10/13/2023,8,3
KRE2527,KQIT9G3,YJV5389,3,8/23/2023,13,1
KRE2527,KQIT9G3,VIG5420,3,8/23/2023,8,1
KRH2193,CPLX1G4,GHL1225,3,7/31/2023,6,3
KRH2193,CPLX1G4,NGK9910,3,7/31/2023,6,3
KRH2193,CPLX1G4,YNE6842,3,7/31/2023,13,3
KRH2193,CPLX1G4,LFP4433,3,7/31/2023,12,3
KSA7619,KWMB6N3,KGD6648,5,11/19/2023,13,3
KSA7619,KWMB6N3,KBO4190,5,11/19/2023,13,3
KSG9219,KEFY2R2,RGG4460,6,7/9/2023,8,1
KSG9219,KEFY2R2,YQR3359,6,7/9/2023,6,1
KSG9219,KEFY2R2,AUW9617,6,7/9/2023,4,1
KSG9219,KEFY2R2,NEI8289,6,7/9/2023,12,1
KWY1741,NTSC1A5,LYN5524,3,3/7/2023,12,2
KZT2152,GXSV9A4,WVP1127,2,9/15/2023,10,3
KZT2152,GXSV9A4,KWP5670,2,9/15/2023,9,3
LAS1111,KRHM0F0,UUM1260,3,5/17/2023,7,2
LAS1111,KRHM0F0,IBI6546,3,5/17/2023,4,2
LBE2461,GHJA1F7,RML7659,1,2/12/2023,5,3
LBE2461,GHJA1F7,ZUF5858,1,2/12/2023,6,3
LBE2461,GHJA1F7,AMA9884,1,2/12/2023,11,3
LBE2461,GHJA1F7,DFM2559,1,2/12/2023,10,3
LCO9306,DVQW1L6,NJJ9939,2,5/15/2023,13,3
LCV3835,NLIW7J3,ZAB0356,3,2/24/2024,8,3
LCV3835,NLIW7J3,MGO8702,3,2/24/2024,6,3
LCV3835,NLIW7J3,ZNT8140,3,2/24/2024,12,3
LCV3835,NLIW7J3,KQB2679,3,2/24/2024,9,3
LHK6651,RWXB6T1,ZTO0065,6,12/1/2024,4,3
LHK6651,RWXB6T1,SDF5077,6,12/1/2024,9,3
LHK6651,RWXB6T1,AQR0757,6,12/1/2024,4,3
LHK6651,RWXB6T1,HDY0434,6,12/1/2024,8,3
LIH3544,OLBG3G6,YXA0056,2,9/20/2023,12,2
LJP0956,EXGT4I4,VIC1433,1,4/10/2023,4,1
LJP0956,EXGT4I4,PKK7027,1,4/10/2023,10,1
LJP0956,EXGT4I4,JSY6385,1,4/10/2023,12,1
LLZ4868,VKQJ9N0,RXH0259,3,1/6/2023,13,3
LLZ4868,VKQJ9N0,EMD7020,3,1/6/2023,11,3
LMC5958,KTFT3Q1,TRP9947,2,11/23/2023,10,3
LMT1665,KWMB6N3,YXA0056,5,12/17/2023,11,3
LPQ8315,HGDL3O5,JYT1693,6,9/3/2023,13,2
LPQ8315,HGDL3O5,ONI2213,6,9/3/2023,7,2
LPQ8315,HGDL3O5,GTY1267,6,9/3/2023,9,2
LPQ8315,HGDL3O5,ZKX9004,6,9/3/2023,9,2
LRN0189,DDQU7B2,IYK0878,2,2/27/2024,6,3
LSL0719,AGLQ5S6,OTJ2480,2,10/19/2023,11,3
LSS8331,KWCA1Q1,YOD0652,6,8/15/2023,5,3
LSS8331,KWCA1Q1,SKD3553,6,8/15/2023,6,3
LSS8331,KWCA1Q1,YRP8623,6,8/15/2023,11,3
LUD5724,POAM4B9,FAC7199,2,8/25/2023,8,1
LUD5724,POAM4B9,BQE5935,2,8/25/2023,11,1
LUD5724,POAM4B9,XGG9793,2,8/25/2023,10,1
LUD5724,POAM4B9,YDE0480,2,8/25/2023,7,1
LUD5724,POAM4B9,AQR0757,2,8/25/2023,13,1
LUF9964,EWRS6S7,TQW3823,2,4/18/2023,13,3
LUF9964,EWRS6S7,XRY3971,2,4/18/2023,6,3
LWC9829,MZRI3R2,IZF6471,4,10/9/2023,10,3
LWC9829,MZRI3R2,KAF5072,4,10/9/2023,12,3
LWC9829,MZRI3R2,VQX2152,4,10/9/2023,11,3
LWC9829,MZRI3R2,VYR4412,4,10/9/2023,7,3
LYX2686,MPZF1Y9,MZH1051,3,2/12/2023,6,3
LZM6725,OBXU2Z1,BXE5932,4,10/3/2023,10,2
MAV2372,YHOC9W1,ZGO1202,1,5/21/2023,11,1
MAV2372,YHOC9W1,MDJ4584,1,5/21/2023,8,1
MAV2372,YHOC9W1,KJB5824,1,5/21/2023,8,1
MAV2372,YHOC9W1,TIX0797,1,5/21/2023,13,1
MBO6568,JMWV7M1,DIY8456,6,12/31/2023,9,2
MBO6568,JMWV7M1,SXA1757,6,12/31/2023,10,2
MFH4301,CTVA9Y8,LNC3721,4,12/27/2023,10,2
MGA4556,PFNQ5M6,YVV9185,2,8/4/2023,5,3
MGA4556,PFNQ5M6,UGD2010,2,8/4/2023,4,3
MIM4732,WYXN3Y6,PIO0081,6,5/21/2023,11,3
MIM4732,WYXN3Y6,HIU8650,6,5/21/2023,10,3
MIM4732,WYXN3Y6,IYK0878,6,5/21/2023,13,3
MIX5575,LESR7P3,WHY9886,4,4/4/2023,13,1
MIX5575,LESR7P3,TBE4163,4,4/4/2023,7,1
MKT8516,SALJ8W1,XDM3081,6,10/17/2023,10,3
MKT8516,SALJ8W1,VIW4309,6,10/17/2023,9,3
MKT8516,SALJ8W1,TBS3859,6,10/17/2023,5,3
MKV9425,VNCQ9M0,BIA1534,3,2/11/2023,10,2
MKV9425,VNCQ9M0,KAF5072,3,2/11/2023,4,2
MNJ3362,SMWG2X4,ELU6145,4,5/5/2023,12,3
MNJ3362,SMWG2X4,ZRE4647,4,5/5/2023,5,3
MNJ3362,SMWG2X4,DGM1730,4,5/5/2023,7,3
MNJ5454,ZMAU7M2,ILV6246,5,8/15/2023,9,1
MNJ5454,ZMAU7M2,ELW3335,5,8/15/2023,12,1
MNL5943,NLIW7J3,JHK2024,3,6/14/2023,11,1
MNL5943,NLIW7J3,KQF1924,3,6/14/2023,5,1
MPE4346,DGZB0L7,YOS1393,6,4/4/2023,10,3
MPR7840,OVPO5P8,WQM7779,5,11/8/2023,7,3
MPR7840,OVPO5P8,OFP7035,5,11/8/2023,6,3
MPR7840,OVPO5P8,OTU2785,5,11/8/2023,6,3
MQL7535,XODO7D4,JGG2172,1,1/4/2023,11,1
MQL7535,XODO7D4,XWL0954,1,1/4/2023,4,1
MRA7030,UBOE1C5,SWK8428,1,7/6/2023,4,2
MRA7030,UBOE1C5,MBK1378,1,7/6/2023,8,2
MRA7030,UBOE1C5,XNA9435,1,7/6/2023,12,2
MRA7030,UBOE1C5,IAF2854,1,7/6/2023,4,2
MRA7030,UBOE1C5,CYM5225,1,7/6/2023,10,2
MRA7030,UBOE1C5,RJX4702,1,7/6/2023,9,2
MRE7519,ETSD2F9,QKU3638,6,2/21/2024,12,1
MRE7519,ETSD2F9,ILV6246,6,2/21/2024,10,1
MUI9539,QADP8S5,MLS2600,2,11/1/2024,6,2
MUJ5817,ZHQH1P4,PQP3664,6,9/12/2023,10,1
MUJ5817,ZHQH1P4,AWV3895,6,9/12/2023,7,1
MVT0306,NOPT0Q5,JJN3297,3,5/4/2023,7,3
MVV1140,CFJI2E0,RJX4702,2,4/21/2023,9,3
MWE8281,NWKD6N0,PHY6859,1,5/17/2023,11,1
MWE8281,NWKD6N0,ORB1145,1,5/17/2023,11,1
MWE8281,NWKD6N0,RLA4537,1,5/17/2023,13,1
MXB2745,EKHP4J1,ORX2952,2,6/24/2023,13,1
MXB2745,EKHP4J1,QUA3663,2,6/24/2023,12,1
NAN8398,XPHS7D7,UCT3651,4,4/5/2023,7,3
NCN5322,LQIK0G7,FAC7199,1,10/18/2023,13,1
NCN5322,LQIK0G7,DDP1991,1,10/18/2023,10,1
NHD3353,AYNA4M8,SKP2697,2,3/21/2023,12,1
NHD3353,AYNA4M8,PAH3375,2,3/21/2023,5,1
NLA4618,UJZX8A0,CFB4392,5,1/6/2023,13,3
NLA8389,CYXQ3Q8,LEU2002,4,7/18/2023,5,3
NLA8389,CYXQ3Q8,KUN8804,4,7/18/2023,4,3
NLA8389,CYXQ3Q8,MJY8070,4,7/18/2023,12,3
NLA8389,CYXQ3Q8,RIK3657,4,7/18/2023,8,3
NOS5883,ATFL2A6,JHK2024,6,8/30/2023,13,1
NOS5883,ATFL2A6,IHK7170,6,8/30/2023,13,1
NPR9905,PYBE0W4,IHK7170,2,3/28/2023,9,1
NQM7682,GHON9W8,MVL7460,4,9/23/2023,6,3
NSC5703,YBRP2Q2,RVD9816,4,1/13/2024,5,3
NSC5703,YBRP2Q2,ZJJ2122,4,1/13/2024,13,3
NSC5703,YBRP2Q2,EMM4778,4,1/13/2024,10,3
NTN9956,AEKV4X5,OXT8048,5,11/14/2023,11,1
NTN9956,AEKV4X5,CTZ3373,5,11/14/2023,7,1
NTN9956,AEKV4X5,LZA8991,5,11/14/2023,13,1
NTN9956,AEKV4X5,DEY1502,5,11/14/2023,6,1
NTR2106,KGEH8H5,HAF1175,6,2/25/2024,4,1
NUR2046,NNKH8A5,SVU1379,6,9/20/2023,9,1
NUY6871,WPHT1W6,WHP0248,5,6/14/2023,13,1
NUY6871,WPHT1W6,MPF2568,5,6/14/2023,7,1
NWI5662,REWP9Y6,GGJ7980,3,1/18/2024,4,1
NWI5662,REWP9Y6,OLN3036,3,1/18/2024,10,1
NZI0052,ASIR9U6,NJV9331,6,4/6/2023,11,2
NZI0052,ASIR9U6,SCT8177,6,4/6/2023,10,2
NZI0052,ASIR9U6,UPP5327,6,4/6/2023,11,2
NZI0052,ASIR9U6,LQI7632,6,4/6/2023,6,2
OCI4595,ZQFA1N7,ELW3335,5,3/28/2023,9,1
OFC6696,GSUQ0T6,QTG5055,3,3/3/2023,5,3
OLA0713,IKJZ0D6,DIY8456,1,1/2/2024,5,2
OLA0713,IKJZ0D6,KBE5917,1,1/2/2024,9,2
OLA0713,IKJZ0D6,VEH2926,1,1/2/2024,7,2
OLA0713,IKJZ0D6,KGV0192,1,1/2/2024,12,2
OMD7949,GMFC0S8,NMA4399,4,4/12/2023,4,1
OMD7949,GMFC0S8,JFQ0813,4,4/12/2023,10,1
ONJ6209,MHRG6T4,SDU4082,1,8/14/2023,10,3
OOP3085,NDWC3U2,YJO2111,4,3/12/2023,6,2
OOP3085,NDWC3U2,KJC4921,4,3/12/2023,6,2
OOP3085,NDWC3U2,MQS5860,4,3/12/2023,7,2
OPX7399,QTES6W1,YCR6173,2,2/1/2024,11,1
ORT0772,SEAQ9L3,BUJ0139,2,3/24/2023,4,2
OSC6070,MUDY5U8,CHX9395,4,8/30/2023,7,2
OSC6070,MUDY5U8,MVW7437,4,8/30/2023,4,2
OSC6070,MUDY5U8,PAH3375,4,8/30/2023,4,2
OSC6070,MUDY5U8,OFA2485,4,8/30/2023,11,2
OUV0819,YGJN5O0,PSF6312,3,3/22/2023,13,1
OUV0819,YGJN5O0,RND9414,3,3/22/2023,10,1
OUV0819,YGJN5O0,QXL2105,3,3/22/2023,4,1
OYU1382,VVRJ3R5,ZYU0596,2,2/15/2024,13,2
OYU1382,VVRJ3R5,NEI8289,2,2/15/2024,7,2
OZK1626,JSCB6V8,EMU9145,4,9/16/2023,11,1
OZK1626,JSCB6V8,BKX1274,4,9/16/2023,4,1
PBK6781,VPTB4W3,KHK7419,2,12/22/2023,11,2
PEL2362,MZRI3R2,KIQ2671,1,7/1/2024,12,1
PEL2362,MZRI3R2,HRL7185,1,7/1/2024,9,1
PGI5729,LDOO9B4,QPN7301,6,4/10/2023,12,1
PGI5729,LDOO9B4,EZK0820,6,4/10/2023,10,1
PJW0140,TJIH9B8,AQR0757,4,10/13/2023,7,3
PKT4301,VTYM1T0,SPC1283,2,8/21/2023,10,3
PKT4301,VTYM1T0,WZV1803,2,8/21/2023,7,3
PLF8732,LHNV0A6,VOP0694,5,12/28/2023,7,1
PLF8732,LHNV0A6,AWV3895,5,12/28/2023,4,1
PMK5838,RCWW4P0,IDF0990,4,9/30/2023,5,2
PMK5838,RCWW4P0,ORE2336,4,9/30/2023,7,2
PMK5838,RCWW4P0,BBP8946,4,9/30/2023,8,2
PQU7049,KHCM5A5,NCJ5659,5,10/31/2023,5,2
PQU7049,KHCM5A5,IOH5899,5,10/31/2023,4,2
PQU7049,KHCM5A5,HSK8942,5,10/31/2023,4,2
PRM6224,PDMU8K9,QXL2105,4,4/5/2023,8,3
PRM6224,PDMU8K9,HHN2782,4,4/5/2023,5,3
PSG1919,FBAH1G1,MZF0413,4,8/30/2023,5,1
PSG1919,FBAH1G1,SCT8177,4,8/30/2023,10,1
PSJ0852,SEAQ9L3,GTY1267,6,4/28/2023,12,2
PSJ0852,SEAQ9L3,GLP2539,6,4/28/2023,4,2
PWS4210,BSGX9R3,GES9511,4,3/26/2023,5,1
PWS4210,BSGX9R3,MQS8038,4,3/26/2023,6,1
PWZ2106,QRII2D5,RAG3206,1,11/16/2023,13,2
PYV3641,LSVT4D0,GFL8263,6,2/22/2024,12,2
PZP4927,TPEB7H2,SFY5473,1,2/22/2024,5,1
PZP4927,TPEB7H2,TAH0413,1,2/22/2024,12,1
QAC3217,GJQB1J6,LMV6202,3,5/17/2023,7,2
QCW1048,YDNE3S5,FWG4020,1,6/5/2023,5,2
QDL4155,YDRC9F3,DYC2810,5,2/18/2024,12,3
QDL4155,YDRC9F3,LEU2002,5,2/18/2024,12,3
QEV5179,YOKI0M0,BEK6704,3,9/7/2023,11,3
QEV5179,YOKI0M0,IKS2299,3,9/7/2023,10,3
QIR9265,GXWK2H2,SDF5077,4,6/2/2024,7,1
QIR9265,GXWK2H2,GJW2783,4,6/2/2024,13,1
QJZ5801,BSDR3E7,TMP5745,6,2/15/2024,6,2
QLE5974,EKHP4J1,IWD4200,3,9/25/2023,12,3
QLE5974,EKHP4J1,RUF2741,3,9/25/2023,4,3
QLE5974,EKHP4J1,IRB0785,3,9/25/2023,6,3
QLE5974,EKHP4J1,JWU0511,3,9/25/2023,7,3
QLE5974,EKHP4J1,OVU9174,3,9/25/2023,10,3
QLS1719,FCRX3Z3,SDF5077,2,2/7/2023,8,1
QLS1719,FCRX3Z3,GGJ7980,2,2/7/2023,11,1
QLS1719,FCRX3Z3,LAS9812,2,2/7/2023,11,1
QQV1809,CZSY7N8,NGR5259,5,4/22/2023,13,3
QQZ4796,HRCV4Q9,GXV8374,2,10/11/2023,6,3
QSS6189,LQIK0G7,AMH2673,3,6/19/2023,6,1
QSS6189,LQIK0G7,RJX4702,3,6/19/2023,4,1
QSS6189,LQIK0G7,RKH9916,3,6/19/2023,5,1
QTG6856,VFRY1D1,FAT4093,3,2/4/2023,10,3
QUM5551,QSTB2X0,ZOG3969,1,1/3/2024,12,3
QUM5551,QSTB2X0,UGD2010,1,1/3/2024,12,3
QUM5551,QSTB2X0,KYY0544,1,1/3/2024,8,3
QUU3932,LRFQ3T0,BLT4467,3,7/11/2023,4,2
QUU3932,LRFQ3T0,DIB3126,3,7/11/2023,9,2
QYS9503,XTXZ9A7,COG6407,6,1/26/2024,9,3
QYV1464,WPHT1W6,KHA0593,2,11/24/2023,13,3
QYV1464,WPHT1W6,NGR5259,2,11/24/2023,9,3
QZM7168,ZMAU7M2,VYR9249,1,12/17/2023,11,1
QZQ5315,CDFE6F4,JMS7766,5,4/15/2023,7,2
RBM0492,HVDH7Q6,CEL7754,6,7/16/2023,9,3
RBM0492,HVDH7Q6,DZV2321,6,7/16/2023,7,3
RCF0749,CHUM4P5,QEC7672,5,1/24/2024,9,1
RCF0749,CHUM4P5,UWE6849,5,1/24/2024,10,1
RCF0749,CHUM4P5,YQP1597,5,1/24/2024,8,1
RCT2441,MZRI3R2,IBE3198,1,8/24/2023,9,2
RCT2441,MZRI3R2,LOF5029,1,8/24/2023,13,2
RDF1200,DUMA8L8,MOD1065,2,8/26/2023,8,1
RGL8234,MCAU2K0,RND9414,1,4/23/2023,5,3
RGL8234,MCAU2K0,XEI6585,1,4/23/2023,13,3
RGL8234,MCAU2K0,YNE2956,1,4/23/2023,12,3
RKB7058,ZCEQ3C0,KOU9449,1,12/17/2023,9,1
RKB7058,ZCEQ3C0,WFB2792,1,12/17/2023,13,1
RKB7058,ZCEQ3C0,VOP0694,1,12/17/2023,4,1
RKB7058,ZCEQ3C0,SKP2697,1,12/17/2023,13,1
RLR6554,OCKY8D1,MDK8205,3,9/2/2024,11,1
RMT9146,SMTM8F8,WHY9886,1,10/27/2023,6,1
RNY7067,GYWH8H3,SFI7961,2,6/4/2023,12,1
RNY7067,GYWH8H3,XPE1860,2,6/4/2023,10,1
RRU5337,ZFBI9F0,RBY8357,1,12/19/2023,9,2
RRU5337,ZFBI9F0,LEU2002,1,12/19/2023,6,2
RRU5337,ZFBI9F0,VTM7291,1,12/19/2023,10,2
RRZ9877,ZLFX0D1,TNG2870,3,5/6/2023,7,3
RRZ9877,ZLFX0D1,RDX4001,3,5/6/2023,10,3
RRZ9877,ZLFX0D1,AFN0451,3,5/6/2023,4,3
RRZ9877,ZLFX0D1,RUJ6749,3,5/6/2023,4,3
RRZ9877,ZLFX0D1,TXZ7893,3,5/6/2023,4,3
RRZ9877,ZLFX0D1,RVD9816,3,5/6/2023,5,3
RWC7506,BBCP5S2,SKD3553,4,1/1/2024,7,3
RYJ2194,VDMO5Z9,MOD1065,4,3/1/2024,12,2
RZO5573,OTZM2C7,LBU8869,1,11/17/2023,5,2
SBN1915,VKBR0F7,WZV1803,2,1/25/2024,8,2
SBN1915,VKBR0F7,DWP3912,2,1/25/2024,4,2
SCP8757,OLBG3G6,UUM1260,3,10/23/2023,7,3
SCP8757,OLBG3G6,VAY1925,3,10/23/2023,12,3
SCP8757,OLBG3G6,XWL0954,3,10/23/2023,4,3
SEF4164,ZLFX0D1,ZUZ9958,2,2/16/2024,11,1
SEF4164,ZLFX0D1,KNO9238,2,2/16/2024,5,1
SEU0083,RURS0H1,DCN8006,5,9/22/2023,7,1
SFN7652,QCFH2L9,DCT2358,2,10/3/2023,5,3
SGM5279,FUIK7U1,CHT4404,3,10/22/2023,13,3
SGM5279,FUIK7U1,IDL6736,3,10/22/2023,6,3
SGM5279,FUIK7U1,RVG3678,3,10/22/2023,4,3
SGM5279,FUIK7U1,TDF9293,3,10/22/2023,8,3
SJD0759,YNIJ3R7,QGD1996,3,10/22/2023,10,2
SJP2377,NDXV2O7,KCG4263,1,2/3/2024,13,1
SJP2377,NDXV2O7,IIX4560,1,2/3/2024,6,1
SJP2377,NDXV2O7,CVX6221,1,2/3/2024,8,1
SJP2377,NDXV2O7,FGX8588,1,2/3/2024,6,1
SKH8998,RMIU3S7,WAS9742,6,7/16/2023,7,3
SKN1754,EIDI8I5,PWF1285,4,6/7/2023,9,3
SMQ5986,UQYR4K7,COZ3638,4,1/6/2023,4,3
SMQ5986,UQYR4K7,HAF1175,4,1/6/2023,11,3
SMQ5986,UQYR4K7,VEH2926,4,1/6/2023,10,3
SMQ5986,UQYR4K7,UKY3343,4,1/6/2023,12,3
SMQ5986,UQYR4K7,UUJ4529,4,1/6/2023,9,3
SMQ5986,UQYR4K7,GNZ3261,4,1/6/2023,5,3
SQA9850,WAHR6N0,YEE7042,2,5/24/2023,11,3
SSY7108,LIAQ8I0,FVI5965,6,7/16/2023,6,3
STF4095,AQKP8I7,RMN2564,5,1/9/2023,8,2
SUZ4509,ZTBA3K5,KAF5072,6,12/24/2023,10,1
SUZ4509,ZTBA3K5,MAG2937,6,12/24/2023,4,1
SWN4020,QMMB2Y5,DDP1991,2,4/26/2023,12,2
SWQ9831,ZMAU7M2,VTM7291,2,1/19/2024,11,3
SWQ9831,ZMAU7M2,TYZ7548,2,1/19/2024,4,3
SWQ9831,ZMAU7M2,IHK7170,2,1/19/2024,10,3
SXY8308,DFJE1B3,DEP4663,5,12/29/2023,8,3
SYB8387,OPXZ6I3,GMC4994,3,6/25/2023,4,3
SZM6886,MKWV7B2,KJN9238,5,6/5/2023,4,1
SZM6886,MKWV7B2,TTY2017,5,6/5/2023,9,1
TFH6260,UQEB1C5,RTY4077,6,1/6/2023,13,1
TFH6260,UQEB1C5,YKX2178,6,1/6/2023,8,1
TFH6260,UQEB1C5,AUW9617,6,1/6/2023,12,1
TFY2359,FXYJ7Q3,WMK0630,6,7/7/2023,10,1
TFY2359,FXYJ7Q3,LZA8991,6,7/7/2023,4,1
THP3419,HMOL4Q1,LDH4617,1,9/25/2023,7,3
THP3419,HMOL4Q1,QDR9428,1,9/25/2023,9,3
TIA2871,OPFC9G9,PCI6156,2,6/2/2024,11,3
TIW7387,FXYJ7Q3,EZY9655,1,3/11/2023,11,2
TIW7387,FXYJ7Q3,XNA9435,1,3/11/2023,5,2
TNB2280,KVXE9A1,YSQ8751,1,1/31/2024,5,3
TNB2280,KVXE9A1,EZY9655,1,1/31/2024,6,3
TNB2280,KVXE9A1,IFX0568,1,1/31/2024,4,3
TOV0717,YLNL2R3,LFP4433,1,1/4/2023,13,3
TQY4860,TPEB7H2,QCA0618,3,2/14/2024,11,2
TQY4860,TPEB7H2,VTM7291,3,2/14/2024,7,2
TQY4860,TPEB7H2,ZDQ8548,3,2/14/2024,5,2
TSI8158,ASKI7D3,LDH4617,2,4/17/2023,8,1
TZV1686,URPW0V8,JYP7975,2,6/16/2023,8,3
TZV1686,URPW0V8,WSS9964,2,6/16/2023,9,3
UEC1556,JACX6R7,YQP1597,4,8/11/2023,10,2
UEC1556,JACX6R7,ZZO4746,4,8/11/2023,4,2
UEQ3343,HXBO2Y8,OTU2785,3,8/10/2023,9,3
UEQ3343,HXBO2Y8,WOX9646,3,8/10/2023,13,3
UEQ3343,HXBO2Y8,EZN2149,3,8/10/2023,4,3
UFG3566,XPHS7D7,ZFT3765,2,8/24/2023,12,3
UFG3566,XPHS7D7,ZZO4746,2,8/24/2023,12,3
UHJ5080,GJQB1J6,JYK5225,3,9/7/2023,11,3
UHJ5080,GJQB1J6,BJN6057,3,9/7/2023,4,3
UHJ5080,GJQB1J6,MBK1378,3,9/7/2023,13,3
UIU6752,OXVS6H5,XZA3004,4,3/24/2023,11,2
UIU6752,OXVS6H5,DXK7920,4,3/24/2023,4,2
UJX2429,OHGF2X9,WWN7289,3,11/14/2023,12,3
UJX2429,OHGF2X9,DNG6098,3,11/14/2023,5,3
UKI1396,NVWQ6C5,BUO7245,4,6/13/2023,7,3
UKP6404,JCNG8E5,WYT4188,2,5/25/2023,9,1
UKP6404,JCNG8E5,RMG6050,2,5/25/2023,9,1
UKQ7763,WAZZ3H1,SDF5077,3,5/19/2023,8,2
UKQ7763,WAZZ3H1,WRX9909,3,5/19/2023,6,2
UKQ7763,WAZZ3H1,WKH0666,3,5/19/2023,9,2
UKQ7763,WAZZ3H1,GES9511,3,5/19/2023,7,2
ULR9215,MSSH8H0,BJN6057,5,3/20/2023,12,3
ULR9215,MSSH8H0,FAT4093,5,3/20/2023,7,3
UME5888,WNAP2R6,CUU7547,4,3/24/2023,11,1
UME5888,WNAP2R6,MDK8205,4,3/24/2023,7,1
UME5888,WNAP2R6,DFM2559,4,3/24/2023,4,1
UME5888,WNAP2R6,BFH8670,4,3/24/2023,13,1
UOK4272,MKWV7B2,JMS7766,6,1/12/2023,9,1
UOK4272,MKWV7B2,ARQ8235,6,1/12/2023,7,1
UPE4621,GMXJ5W9,ORB1145,6,4/29/2023,13,2
UQW2645,BSGX9R3,CCF7419,4,8/6/2023,8,1
UQW2645,BSGX9R3,IFX0329,4,8/6/2023,6,1
UTK3766,OCSE3A9,JJN3297,3,2/8/2023,8,3
UTK3766,OCSE3A9,BXJ4726,3,2/8/2023,10,3
UTK3766,OCSE3A9,PKL0135,3,2/8/2023,7,3
UTK3766,OCSE3A9,OFP7035,3,2/8/2023,11,3
UVD6956,DVOA9R8,ZDQ8548,2,7/10/2023,8,3
UVD6956,DVOA9R8,WZV1803,2,7/10/2023,4,3
UVD6956,DVOA9R8,QPN7301,2,7/10/2023,12,3
UVG5546,JHBX3J1,RVF7905,6,12/3/2023,11,3
UXP7118,RZBV1T4,LFP4433,4,4/14/2023,12,3
UXP7118,RZBV1T4,CTZ3373,4,4/14/2023,4,3
UXP7118,RZBV1T4,ZWY8956,4,4/14/2023,11,3
VBL0433,ASDG9I7,AMH2673,2,9/2/2024,7,1
VBL0433,ASDG9I7,IOX6489,2,9/2/2024,13,1
VBL0433,ASDG9I7,RXH0259,2,9/2/2024,13,1
VBL0433,ASDG9I7,QIU2126,2,9/2/2024,11,1
VBL0433,ASDG9I7,PWE8296,2,9/2/2024,7,1
VBR2452,VQAB9D1,RIK3657,1,8/31/2023,4,2
VCG5028,VOEA5P8,IVJ2354,4,3/11/2023,10,2
VFC2745,TCYG6K8,VVW0131,6,1/6/2023,8,3
VFC2745,TCYG6K8,XWL0954,6,1/6/2023,11,3
VFC2745,TCYG6K8,SPL0098,6,1/6/2023,12,3
VFK7242,EMDI2T5,HRR4521,4,4/29/2023,9,2
VFK7242,EMDI2T5,HMM2907,4,4/29/2023,12,2
VHK9863,PJVY7H0,UYR8760,1,2/8/2023,8,1
VHK9863,PJVY7H0,ELU6145,1,2/8/2023,7,1
VJC9478,HFID4U1,UJA1333,3,4/7/2023,13,2
VJC9478,HFID4U1,HYJ3028,3,4/7/2023,6,2
VJC9478,HFID4U1,IIY1261,3,4/7/2023,10,2
VKD9165,ZQZX5G3,YME3573,4,1/30/2024,12,2
VKD9165,ZQZX5G3,GXV8374,4,1/30/2024,13,2
VKD9165,ZQZX5G3,DOE2449,4,1/30/2024,12,2
VKD9165,ZQZX5G3,MBR2917,4,1/30/2024,10,2
VKD9165,ZQZX5G3,RGW0304,4,1/30/2024,8,2
VKH3115,PYQS0W0,QFZ2959,5,5/11/2023,11,2
VKH3115,PYQS0W0,XWE6249,5,5/11/2023,12,2
VMZ7147,VQSH7M7,JUM5290,2,9/15/2023,8,2
