SUPPLIER_ADRESS_ID,POSTCODE,CITY,COUNTRY
DL90,5262,Adjumani,MD
RY89,5065,Gjinkar,US
WL08,1190,Baiyin,FI
OE85,4241,Aimin,SE
SW22,3639,Longcun,FR
SN76,4391,Hagerstown,TR
QM27,4183,Filipstad,ID
NR66,4992,Ornontowice,VE
VX92,1399,Dushanbe,NZ
HO83,1480,Whitwell,PE
HX74,1202,Viedma,AU
RK62,1340,Tarkwa,MQ
JN61,5233,Jubao,LT
GM21,2667,Nazarje,UY
GG45,3225,Poitiers,CN
MZ77,1852,Dingli,ID
IV00,5137,Tambaksari,GR
FY96,4192,Amga,YE
LL79,2347,Dongling,MG
UX53,1261,Lubochnia,PK
SL98,4992,Ornontowice,VE
NV85,3565,Chicago,UK
QZ41,3395,Bicaj,FI
LC53,3962,Wonorejo,UY
SD43,4124,Maoya,AR
OI59,3998,Xiaqiao,US
OD09,2513,Caozhen,SY
WO18,2645,Cilated,NZ
GW65,4494,Zhengwan,ID
LU28,4289,Vyksa,TR
BC77,2302,Hougong,BR
SM19,2390,Tabou,IN
FC03,4560,Oslo,ID
SQ95,2826,Changliu,TR
PP50,2550,Primorsk,UA
RG82,1483,Zhufo,PE
PG25,1975,Jining,UY
SB64,3368,Jaro,YE
WU71,2885,Dongbian,GR
ET00,4677,Hengling,UK
NE39,4551,Chengdu,AR
RD20,4871,Buenavista,ID
SM92,1899,Obolensk,PK
TX99,2522,Yuecheng,MQ
HN98,2054,Tashanta,VN
BV40,4138,Coutances,PE
EV45,2315,Pleshanovo,VN
DA93,3446,Ladoeiro,CD
QP39,1915,Avanca,VN
BD84,1143,Miramar,KW
YO46,3013,Cibeureum,NL
OK66,4388,Matoupu,KW
QS16,1886,Simpang,YE
AQ41,4622,Wotan,FR
FH64,2112,Kiten,NL
VV11,4387,Lazdijai,MM
SG91,4140,Lijia,HN
WT73,3673,Cradock,MG
PH74,4968,Yingshouyingzi,FI
LM19,4985,Povarovo,UA
UT95,3317,Tabalong,MM
CH44,4822,Timaru,LT
OA60,3072,Detroit,KW
SU06,3896,Gabi,VN
XF38,1394,Shanxi,TR
JJ52,4424,Musawa,GR
PS91,4246,Jingmen,TR
EX67,3708,Imatra,MN
AB03,4421,Xinghua,MK
QX86,3967,Xigaoshan,GR
RE88,1332,Cimanggu,IT
KY77,2155,Sanli,VE
PJ89,3029,Kotauneng,BY
XS48,2969,Hvar,LT
TQ62,1273,Mandala,PK
GZ71,1975,Jining,UY
ZN26,1247,Lafia,HN
CA40,3226,Bokaa,UK
NK56,4355,Uba,KW
SH31,1366,Svetlyy,BY
NZ30,1643,Obikiik,UK
UV74,4172,Laibin,BR
BS39,4220,Gaoping,SE
JN31,5271,Taytayan,BR
ZY68,5327,Huasta,UK
BF85,2958,Xinyu,ID
MG13,2450,Trstenik,TZ
DV25,4853,Angono,MK
SM03,4100,Yehud,FI
PT72,1311,Plovdiv,PH
HH72,1509,Sidomulyo,CI
WF67,2529,Bern,UA
YP42,2779,Dolores,AM
YT78,2459,Balogo,SY
AV13,1421,Panyarang,BY
WE26,1539,Svilajnac,AR
PZ39,1344,Erpeldange,NZ
QG52,2723,Agboville,BR
WV72,4993,Waiwejak,TR
VX75,3277,Liqiao,TH
CH87,4988,Aston,PK
RE40,4765,Sanqiao,MN
YV28,3594,Samir,MM
SE71,5267,Nivnice,CU
QC43,4822,Timaru,LT
PZ69,2171,Ambovombe,NZ
HE59,3678,Brondong,RU
NT57,4913,Pengandonan,KZ
RO40,3561,Yunxi,BR
AJ76,2351,Siguqiao,UG
CY50,1772,Lingtou,KW
XZ75,4807,Andalan,RU
DI71,3090,Phoenix,HR
NQ07,2919,Sancha,ID
BN08,2956,Palermo,PE
VA05,2485,Gniechowice,BR
OV57,3115,Garnich,VE
XM52,2591,Novocherkassk,MQ
ER77,4085,Zhapu,BR
AN79,5083,Haodian,MN
TV61,3241,Vavuniya,NG
XQ37,3956,Pittsburgh,AR
CX65,4777,Tyarlevo,SE
UC56,2016,Montilla,CI
SA34,4252,Angasmarca,TN
HT93,4168,Petong,IT
RM84,4875,Dobdoban,TH
BZ72,1811,Babakan,CI
QK01,3089,Ubrub,MQ
IF08,2603,Tanahbeureum,CN
ZM51,1666,Pacar,AR
EN00,3247,Caen,TZ
OH86,1190,Baiyin,FI
JR26,1848,Stuttgart,CU
IU16,4224,Maungatapere,FI
MQ00,5257,Gudang,VN
OH07,1566,Falun,TR
PF43,5206,Charlestown,PL
ZU50,5007,Tocopilla,AR
TO47,3899,Ilembula,UA
