ORDER_ID,CUSTOMER_ID,PRODUCT_ID,ORDER_ITEM_QTY,REVIEW_RATING
4004189,1000782,3000507,25,5
4004189,1000782,3000514,42,4
4004189,1000782,3000615,17,4
4004189,1000782,3000643,32,2
4004189,1000782,3000657,5,1
4004189,1000782,3000784,39,2
4004197,1000312,3000025,39,5
4004197,1000312,3000053,11,5
4004197,1000312,3000127,21,1
4004197,1000312,3000317,35,1
4004197,1000312,3000408,34,3
4004197,1000312,3000663,11,4
4004197,1000312,3000859,42,3
4004197,1000312,3000880,17,1
4004197,1000312,3000960,24,3
4004197,1000312,3000984,8,5
4004207,1000697,3000086,35,1
4004207,1000697,3000110,16,3
4004207,1000697,3000351,11,1
4004207,1000697,3000567,29,4
4004207,1000697,3000622,12,3
4004207,1000697,3000710,15,2
4004207,1000697,3000801,17,4
4004215,1000782,3000162,42,5
4004215,1000782,3000186,35,1
4004215,1000782,3000262,35,3
4004215,1000782,3000354,5,5
4004215,1000782,3000442,26,2
4004215,1000782,3000565,18,3
4004215,1000782,3000615,21,5
4004215,1000782,3000629,21,2
4004215,1000782,3000651,30,1
4004215,1000782,3000669,5,5
4004215,1000782,3000847,15,5
4004215,1000782,3000871,23,1
4004298,1000840,3000848,22,4
4004298,1000840,3000917,24,4
4004318,1000784,3000086,25,5
4004318,1000784,3000349,20,3
4004318,1000784,3000529,12,2
4004318,1000784,3000833,12,5
4004468,1000064,3000444,35,5
4004468,1000064,3000538,34,3
4004468,1000064,3000902,34,1
4004468,1000064,3000934,23,2
4004991,1000659,3000331,33,1
4004991,1000659,3000392,33,1
4004991,1000659,3000566,42,5
4004991,1000659,3000698,39,5
4004991,1000659,3000710,3,4
4004991,1000659,3000847,9,5
4004991,1000659,3000996,18,2
4005063,1000819,3000036,27,2
4005063,1000819,3000097,32,2
4005063,1000819,3000221,23,5
4005063,1000819,3000306,5,4
4005063,1000819,3000513,9,3
4005063,1000819,3000669,11,2
4005063,1000819,3000748,24,5
4005063,1000819,3000954,19,5
4005063,1000819,3000957,21,1
4005073,1000551,3000072,34,2
4005073,1000551,3000113,25,3
4005073,1000551,3000384,31,1
4005073,1000551,3000579,2,3
4005073,1000551,3000617,28,2
4005073,1000551,3000657,9,2
4005073,1000551,3000679,23,3
4005127,1000440,3000096,34,1
4005127,1000440,3000647,33,2
4005127,1000440,3000663,37,5
4005127,1000440,3000822,37,5
4005351,1000922,3000101,42,4
4005351,1000922,3000466,16,3
4005351,1000922,3000894,10,1
4005351,1000922,3000960,14,4
4005522,1000834,3000215,16,5
4005522,1000834,3000416,6,3
4005522,1000834,3000499,38,4
4005522,1000834,3000548,25,3
4005522,1000834,3000571,18,4
4005522,1000834,3000795,36,4
4005540,1000876,3000314,4,2
4005540,1000876,3000358,16,5
4005540,1000876,3000561,16,2
4005540,1000876,3000663,19,4
4005540,1000876,3000836,21,1
4005643,1000176,3000186,32,4
4005643,1000176,3000406,5,5
4005643,1000176,3000434,17,3
4005643,1000176,3000577,18,1
4005643,1000176,3000778,41,3
4005643,1000176,3000974,39,5
4005908,1000406,3000129,15,5
4005908,1000406,3000166,24,5
4005908,1000406,3000375,1,3
4005908,1000406,3000454,26,4
4005908,1000406,3000509,42,4
4005908,1000406,3000532,6,3
4005908,1000406,3000743,18,1
4005908,1000406,3000805,9,5
4005908,1000406,3000822,19,3
4005985,1000782,3000283,12,1
4005985,1000782,3000371,6,5
4005985,1000782,3000428,17,3
4005985,1000782,3000845,32,4
4006224,1000992,3000512,35,1
4006224,1000992,3000583,6,5
4006224,1000992,3000644,36,3
4006224,1000992,3000741,25,1
4006224,1000992,3000833,38,5
4006224,1000992,3000907,5,5
4006361,1000927,3000053,13,5
4006361,1000927,3000226,29,3
4006361,1000927,3000698,35,2
4006361,1000927,3000916,12,2
4006468,1000217,3000041,13,1
4006468,1000217,3000394,30,4
4006468,1000217,3000532,10,2
4006468,1000217,3000595,11,1
4006468,1000217,3000801,26,2
4006468,1000217,3000836,5,1
4006507,1000039,3000036,2,1
4006507,1000039,3000159,42,3
4006507,1000039,3000183,18,5
4006507,1000039,3000308,6,4
4006507,1000039,3000349,19,1
4006507,1000039,3000376,8,2
4006507,1000039,3000428,2,1
4006507,1000039,3000532,31,1
4006507,1000039,3000652,6,5
4006507,1000039,3000912,17,3
4006820,1000738,3000228,29,2
4006820,1000738,3000307,39,1
4006820,1000738,3000838,29,1
4006820,1000738,3000900,11,1
4006820,1000738,3000927,42,5
4006837,1000660,3000047,39,5
4006837,1000660,3000110,13,1
4006837,1000660,3000255,14,4
4006837,1000660,3000575,36,1
4006837,1000660,3000679,13,5
4006837,1000660,3000927,1,4
4006878,1000782,3000202,15,5
4006878,1000782,3000220,3,5
4006878,1000782,3000269,33,4
4006878,1000782,3000280,24,1
4006878,1000782,3000474,15,1
4006878,1000782,3000764,12,3
4006878,1000782,3000932,11,3
4006909,1000176,3000007,38,4
4006909,1000176,3000022,29,1
4006909,1000176,3000202,19,3
4006909,1000176,3000449,28,5
4006909,1000176,3000460,8,5
4006909,1000176,3000612,25,2
4006909,1000176,3000697,25,4
4006909,1000176,3000900,19,4
4006909,1000176,3000975,35,2
4006950,1000876,3000047,17,1
4006950,1000876,3000122,40,2
4006950,1000876,3000246,8,1
4006950,1000876,3000342,13,2
4006950,1000876,3000370,30,4
4006950,1000876,3000394,19,1
4006950,1000876,3000477,14,3
4006950,1000876,3000502,22,1
4006950,1000876,3000707,7,4
4006950,1000876,3000732,12,4
4006950,1000876,3000826,21,5
4006950,1000876,3000902,21,1
4006950,1000876,3000941,12,3
4007008,1000416,3000004,10,3
4007008,1000416,3000040,25,4
4007008,1000416,3000319,39,3
4007008,1000416,3000384,26,4
4007008,1000416,3000461,19,1
4007008,1000416,3000605,38,1
4007008,1000416,3000617,32,3
4007008,1000416,3000637,23,3
4007008,1000416,3000721,19,1
4007008,1000416,3000727,7,3
4007008,1000416,3000976,31,4
4007149,1000660,3000086,12,5
4007149,1000660,3000093,24,3
4007149,1000660,3000127,42,3
4007149,1000660,3000177,15,4
4007149,1000660,3000333,31,5
4007149,1000660,3000359,20,3
4007149,1000660,3000565,3,4
4007149,1000660,3000660,21,3
4007149,1000660,3000771,23,4
4007149,1000660,3000826,1,5
4007164,1000230,3000061,16,2
4007164,1000230,3000089,21,5
4007164,1000230,3000427,34,2
4007164,1000230,3000791,1,4
4007164,1000230,3000822,3,3
4007164,1000230,3000927,11,1
4007300,1000859,3000346,9,3
4007300,1000859,3000427,29,1
4007300,1000859,3000430,29,4
4007300,1000859,3000502,11,4
4007300,1000859,3000597,20,1
4007300,1000859,3000678,24,1
4007310,1000365,3000247,40,4
4007310,1000365,3000404,26,2
4007310,1000365,3000579,22,2
4007310,1000365,3000846,7,1
4007310,1000365,3000932,37,4
4007368,1000819,3000185,30,3
4007368,1000819,3000269,16,4
4007368,1000819,3000369,28,1
4007368,1000819,3000454,15,1
4007368,1000819,3000736,42,4
4007368,1000819,3000934,20,5
4007368,1000819,3000944,37,5
4007377,1000697,3000094,39,3
4007377,1000697,3000154,18,4
4007377,1000697,3000177,26,4
4007377,1000697,3000742,29,5
4007377,1000697,3000778,6,2
4007377,1000697,3000822,2,5
4007377,1000697,3000827,7,5
4007377,1000697,3000950,2,1
4007410,1000931,3000105,15,2
4007410,1000931,3000394,23,5
4007410,1000931,3000638,2,2
4007410,1000931,3000709,2,4
4007410,1000931,3000924,13,5
4007410,1000931,3000954,3,4
4007729,1000789,3000045,3,5
4007729,1000789,3000420,21,5
4007729,1000789,3000669,18,1
4007729,1000789,3000696,17,2
4007729,1000789,3000971,39,5
4007876,1000420,3000111,39,1
4007876,1000420,3000225,14,1
4007876,1000420,3000259,20,3
4007876,1000420,3000566,4,3
4007876,1000420,3000971,29,4
4008010,1000230,3000259,3,4
4008010,1000230,3000312,19,1
4008010,1000230,3000663,8,4
4008010,1000230,3000741,17,2
4008010,1000230,3000857,41,2
4008010,1000230,3000870,20,2
4008010,1000230,3000901,25,5
4008263,1000819,3000009,27,2
4008263,1000819,3000168,33,3
4008263,1000819,3000290,26,4
4008263,1000819,3000654,27,1
4008263,1000819,3000727,3,4
4008291,1000420,3000225,19,5
4008291,1000420,3000357,6,3
4008291,1000420,3000425,15,5
4008291,1000420,3000527,31,2
4008291,1000420,3000550,22,4
4008291,1000420,3000617,21,4
4008291,1000420,3000638,26,5
4008291,1000420,3000651,29,5
4008291,1000420,3000657,15,5
4008291,1000420,3000990,29,4
4008323,1000695,3000007,3,2
4008323,1000695,3000376,1,5
4008323,1000695,3000391,1,4
4008323,1000695,3000554,9,5
4008323,1000695,3000628,35,1
4008323,1000695,3000674,37,5
4008323,1000695,3000720,16,4
4008323,1000695,3000820,18,1
4008397,1000970,3000043,34,5
4008397,1000970,3000132,28,5
4008397,1000970,3000306,11,4
4008397,1000970,3000315,40,5
4008397,1000970,3000351,7,3
4008397,1000970,3000379,2,1
4008397,1000970,3000669,24,1
4008397,1000970,3000818,26,4
4008397,1000970,3000881,23,3
4008397,1000970,3000898,32,1
4008397,1000970,3000952,6,4
4008608,1000401,3000648,11,2
4008608,1000401,3000750,11,5
4008608,1000401,3000826,13,3
4008608,1000401,3000890,42,4
4008608,1000401,3000907,11,1
4008851,1000538,3000262,39,2
4008851,1000538,3000416,5,2
4008851,1000538,3000561,42,2
4008851,1000538,3000622,15,5
4008851,1000538,3000750,26,5
4008851,1000538,3000809,7,2
4008851,1000538,3000958,18,2
4008851,1000538,3000996,19,1
4008953,1000924,3000111,26,4
4008953,1000924,3000374,17,1
4008953,1000924,3000600,9,5
4008953,1000924,3000818,20,1
4009044,1000931,3000115,15,3
4009044,1000931,3000197,10,1
4009044,1000931,3000322,7,2
4009044,1000931,3000430,35,1
4009044,1000931,3000512,12,1
4009044,1000931,3000526,5,2
4009044,1000931,3000610,36,1
4009044,1000931,3000639,34,2
4009166,1000592,3000047,25,4
4009166,1000592,3000244,24,2
4009166,1000592,3000307,27,5
4009166,1000592,3000458,20,2
4009166,1000592,3000575,5,3
4009166,1000592,3000606,30,3
4009166,1000592,3000669,11,4
4009166,1000592,3000710,12,2
4009166,1000592,3000795,11,5
4009166,1000592,3000890,8,4
4009166,1000592,3000914,14,3
4009166,1000592,3000932,26,1
4009186,1000937,3000096,2,1
4009186,1000937,3000463,15,1
4009186,1000937,3000579,9,4
4009186,1000937,3000626,2,1
4009186,1000937,3000859,9,4
4009186,1000937,3000873,17,4
4009236,1000660,3000261,31,2
4009236,1000660,3000370,34,5
4009236,1000660,3000417,8,2
4009236,1000660,3000637,32,2
4009236,1000660,3000668,1,2
4009236,1000660,3000725,5,1
4009236,1000660,3000985,12,1
4009236,1000660,3000994,25,4
4009294,1000533,3000083,18,1
4009294,1000533,3000094,3,2
4009294,1000533,3000269,6,4
4009294,1000533,3000379,36,1
4009294,1000533,3000600,40,5
4009294,1000533,3000832,41,1
4009294,1000533,3000960,35,2
4009294,1000533,3000965,10,3
4009301,1000203,3000079,24,2
4009301,1000203,3000575,24,5
4009301,1000203,3000579,12,1
4009678,1000956,3000009,9,1
4009678,1000956,3000357,23,3
4009678,1000956,3000516,22,3
4009678,1000956,3000598,9,1
4009678,1000956,3000644,10,4
4009678,1000956,3000723,13,5
4009678,1000956,3000801,40,1
4009678,1000956,3000898,31,3
4009678,1000956,3000950,24,5
4009678,1000956,3000972,26,1
4006966,1000551,3000813,6,5
4000045,1000859,3000045,27,2
4006167,1000784,3000577,1,4
4000045,1000859,3000215,38,1
4006966,1000551,3000097,17,2
4000045,1000859,3000687,30,2
4006167,1000784,3000813,32,4
4000045,1000859,3000361,3,3
4000045,1000859,3000681,15,3
4006966,1000551,3000361,1,3
4000045,1000859,3000493,3,4
4004473,1000749,3000709,31,4
4000045,1000859,3000126,33,3
4000045,1000859,3000349,19,3
4008629,1000944,3000083,14,5
4006167,1000784,3000335,28,1
4004473,1000749,3000089,14,5
4006373,1000829,3000166,35,5
4006966,1000551,3000446,4,3
4006736,1000873,3000304,19,1
4006167,1000784,3000259,20,5
4006167,1000784,3000167,37,1
4006167,1000784,3000079,38,4
4006373,1000829,3000890,37,5
4006966,1000551,3000554,19,2
4006373,1000829,3000958,38,5
4008629,1000944,3000984,20,2
4004473,1000749,3000317,8,5
4008629,1000944,3000552,2,2
4006167,1000784,3000036,18,4
4006167,1000784,3000833,19,4
4000045,1000859,3000994,20,1
4006167,1000784,3000383,25,1
4006373,1000829,3000047,22,1
4006167,1000784,3000649,33,2
4008629,1000944,3000250,12,4
4004473,1000749,3000955,20,2
4004473,1000749,3000504,35,4
4006966,1000551,3000383,5,4
4008629,1000944,3000871,14,3
4006373,1000829,3000845,15,3
4004473,1000749,3000721,8,3
4000045,1000859,3000106,1,1
4000045,1000859,3000009,10,1
4006736,1000873,3000178,2,1
4006736,1000873,3000061,18,4
4008629,1000944,3000669,29,2
4008629,1000944,3000648,6,1
4006373,1000829,3000259,34,2
4006167,1000784,3000276,4,2
